A,B,M,N,rhoa,k,err
2,47,17,32,1.07238,101.07,0.03
2,44,16,30,1.13586,99.9156,0.03
2,41,15,28,1.22807,100.31,0.03
2,38,14,26,1.30017,98.0304,0.03
2,35,13,24,1.46123,100.993,0.03
2,32,12,22,1.57894,99.2079,0.03
2,29,11,20,1.77717,100.496,0.03
2,26,10,18,1.98795,99.9252,0.03
2,23,9,16,2.26522,99.6297,0.03
2,20,8,14,2.66027,100.29,0.03
2,17,7,12,3.1752,99.752,0.03
2,14,6,10,3.97686,99.9495,0.03
2,11,5,8,5.30407,99.9793,0.03
2,8,4,6,7.94405,99.8279,0.03
2,5,3,4,15.8031,99.2937,0.03
3,54,20,37,0.938247,100.218,0.03
3,51,19,35,0.989083,99.4335,0.03
3,48,18,33,1.06685,100.548,0.03
3,45,17,31,1.1355,99.8837,0.03
3,42,16,29,1.20339,98.2947,0.03
3,39,15,27,1.32458,99.8706,0.03
3,36,14,25,1.43038,98.8606,0.03
3,33,13,23,1.59275,100.076,0.03
3,30,12,21,1.75621,99.3116,0.03
3,27,11,19,1.97656,99.3527,0.03
3,24,10,17,2.28851,100.654,0.03
3,21,9,15,2.61393,98.5429,0.03
3,18,8,13,3.1057,97.5684,0.03
3,15,7,11,3.91856,98.4842,0.03
3,12,6,9,5.27316,99.3968,0.03
3,9,5,7,8.10211,101.814,0.03
3,6,4,5,16.1043,101.186,0.03
4,55,21,38,0.933299,99.6896,0.03
4,52,20,36,1.00569,101.103,0.03
4,49,19,34,1.06768,100.626,0.03
4,46,18,32,1.15807,101.87,0.03
4,43,17,30,1.20838,98.7022,0.03
4,40,16,28,1.31215,98.9339,0.03
4,37,15,26,1.44844,100.109,0.03
4,34,14,24,1.59103,99.9675,0.03
4,31,13,22,1.79945,101.757,0.03
4,28,12,20,2.01364,101.217,0.03
4,25,11,18,2.25702,99.269,0.03
4,22,10,16,2.63629,99.3859,0.03
4,19,9,14,3.09936,97.3691,0.03
4,16,8,12,3.98707,100.206,0.03
4,13,7,10,5.29937,99.8907,0.03
4,10,6,8,8.00346,100.574,0.03
4,7,5,6,15.7922,99.2251,0.03
5,56,22,39,0.946993,101.152,0.03
5,53,21,37,1.00608,101.142,0.03
5,50,20,35,1.07436,101.256,0.03
5,47,19,33,1.14251,100.5,0.03
5,44,18,31,1.21747,99.4445,0.03
5,41,17,29,1.33484,100.645,0.03
5,38,16,27,1.44883,100.136,0.03
5,35,15,25,1.59112,99.9731,0.03
5,32,14,23,1.77611,100.437,0.03
5,29,13,21,2.00714,100.89,0.03
5,26,12,19,2.24486,98.734,0.03
5,23,11,17,2.64364,99.663,0.03
5,20,10,15,3.13121,98.3699,0.03
5,17,9,13,3.99426,100.387,0.03
5,14,8,11,5.3057,100.01,0.03
5,11,7,9,7.89685,99.2348,0.03
5,8,6,7,15.8526,99.6048,0.03
6,54,22,38,0.993163,99.8436,0.03
6,51,21,36,1.07198,101.032,0.03
6,48,20,34,1.14088,100.357,0.03
6,45,19,32,1.21561,99.2927,0.03
6,42,18,30,1.33813,100.893,0.03
6,39,17,28,1.46407,101.189,0.03
6,36,16,26,1.61234,101.306,0.03
6,33,15,24,1.75385,99.1777,0.03
6,30,14,22,2.00455,100.76,0.03
6,27,13,20,2.2467,98.8151,0.03
6,24,12,18,2.62651,99.0171,0.03
6,21,11,16,3.24223,101.858,0.03
6,18,10,14,3.97774,99.9716,0.03
6,15,9,12,5.25238,99.005,0.03
6,12,8,10,8.00771,100.628,0.03
6,9,7,8,16.0738,100.995,0.03
7,55,23,39,0.991788,99.7054,0.03
7,52,22,37,1.0529,99.2334,0.03
7,49,21,35,1.13428,99.7768,0.03
7,46,20,33,1.21849,99.528,0.03
7,43,19,31,1.31831,99.3979,0.03
7,40,18,29,1.45022,100.232,0.03
7,37,17,27,1.59115,99.9749,0.03
7,34,16,25,1.75338,99.1516,0.03
7,31,15,23,1.95155,98.0955,0.03
7,28,14,21,2.27094,99.8814,0.03
7,25,13,19,2.65777,100.196,0.03
7,22,12,17,3.15911,99.2465,0.03
7,19,11,15,3.88319,97.5953,0.03
7,16,10,13,5.33972,100.651,0.03
7,13,9,11,7.84816,98.6229,0.03
7,10,8,9,15.6647,98.4242,0.03
8,56,24,40,0.999854,100.516,0.03
8,53,23,38,1.05646,99.5687,0.03
8,50,22,36,1.11758,98.3071,0.03
8,47,21,34,1.21632,99.3506,0.03
8,44,20,32,1.33463,100.629,0.03
8,41,19,30,1.45627,100.65,0.03
8,38,18,28,1.5848,99.576,0.03
8,35,17,26,1.77563,100.41,0.03
8,32,16,24,1.98704,99.8795,0.03
8,29,15,22,2.25525,99.1913,0.03
8,26,14,20,2.65249,99.9964,0.03
8,23,13,18,3.2074,100.763,0.03
8,20,12,16,3.96557,99.6656,0.03
8,17,11,14,5.35298,100.901,0.03
8,14,10,12,8.02735,100.875,0.03
8,11,9,10,15.8753,99.7475,0.03
9,54,24,39,1.06643,100.509,0.03
9,51,23,37,1.14034,100.31,0.03
9,48,22,35,1.20567,98.4804,0.03
9,45,21,33,1.3389,100.95,0.03
9,42,20,31,1.41762,97.9792,0.03
9,39,19,29,1.58202,99.4011,0.03
9,36,18,27,1.75458,99.2189,0.03
9,33,17,25,1.99232,100.145,0.03
9,30,16,23,2.25144,99.0233,0.03
9,27,15,21,2.64478,99.706,0.03
9,24,14,19,3.16325,99.3763,0.03
9,21,13,17,3.80818,95.71,0.03
9,18,12,15,5.30719,100.038,0.03
9,15,11,13,7.98949,100.399,0.03
9,12,10,11,15.9012,99.9101,0.03
10,55,25,40,1.07483,101.3,0.03
10,52,24,38,1.15037,101.192,0.03
10,49,23,36,1.23918,101.218,0.03
10,46,22,34,1.31503,99.1509,0.03
10,43,21,32,1.43391,99.1045,0.03
10,40,20,30,1.59513,100.225,0.03
10,37,19,28,1.76428,99.7676,0.03
10,34,18,26,1.98726,99.8904,0.03
10,31,17,24,2.2648,99.6113,0.03
10,28,16,22,2.65469,100.079,0.03
10,25,15,20,3.2595,102.4,0.03
10,22,14,18,3.9563,99.4327,0.03
10,19,13,16,5.30216,99.9434,0.03
10,16,12,14,7.95816,100.005,0.03
10,13,11,12,15.8348,99.4931,0.03
11,56,26,41,1.06253,100.141,0.03
11,53,25,39,1.14568,100.779,0.03
11,50,24,37,1.20819,98.6868,0.03
11,47,23,35,1.32538,99.9314,0.03
11,44,22,33,1.45971,100.888,0.03
11,41,21,31,1.59607,100.284,0.03
11,38,20,29,1.7699,100.086,0.03
11,35,19,27,1.98354,99.7038,0.03
11,32,18,25,2.25759,99.2938,0.03
11,29,17,23,2.65393,100.051,0.03
11,26,16,21,3.1928,100.305,0.03
11,23,15,19,3.92493,98.6444,0.03
11,20,14,17,5.26434,99.2305,0.03
11,17,13,15,8.07904,101.524,0.03
11,14,12,13,16.0513,100.853,0.03
12,54,26,40,1.14498,100.718,0.03
12,51,25,38,1.22811,100.314,0.03
12,48,24,36,1.33941,100.989,0.03
12,45,23,34,1.46911,101.538,0.03
12,42,22,32,1.60079,100.581,0.03
12,39,21,30,1.74028,98.4107,0.03
12,36,20,28,1.98789,99.922,0.03
12,33,19,26,2.28557,100.525,0.03
12,30,18,24,2.5921,97.7199,0.03
12,27,17,22,3.12797,98.2681,0.03
12,24,16,20,3.94284,99.0944,0.03
12,21,15,18,5.24674,98.8988,0.03
12,18,14,16,7.92599,99.6009,0.03
12,15,13,14,15.9605,100.283,0.03
13,55,27,41,1.13351,99.7086,0.03
13,52,26,39,1.2147,99.2184,0.03
13,49,25,37,1.33515,100.668,0.03
13,46,24,35,1.43047,98.8667,0.03
13,43,23,33,1.62417,102.049,0.03
13,40,22,31,1.76778,99.9658,0.03
13,37,21,29,1.97047,99.0469,0.03
13,34,20,27,2.27833,100.206,0.03
13,31,19,25,2.59504,97.8308,0.03
13,28,18,23,3.20629,100.729,0.03
13,25,17,21,3.91275,98.3381,0.03
13,22,16,19,5.39005,101.6,0.03
13,19,15,17,8.01334,100.699,0.03
13,16,14,15,15.9781,100.393,0.03
14,56,28,42,1.13769,100.076,0.03
14,53,27,40,1.20958,98.8002,0.03
14,50,26,38,1.30623,98.4876,0.03
14,47,25,36,1.42385,98.4094,0.03
14,44,24,34,1.57393,98.893,0.03
14,41,23,32,1.77981,100.646,0.03
14,38,22,30,2.00176,100.62,0.03
14,35,21,28,2.2717,99.9147,0.03
14,32,20,26,2.66816,100.587,0.03
14,29,19,24,3.20715,100.756,0.03
14,26,18,22,4.0004,100.541,0.03
14,23,17,20,5.33972,100.651,0.03
14,20,16,18,8.05793,101.259,0.03
14,17,15,16,16.05,100.845,0.03
15,54,28,41,1.24275,101.509,0.03
15,51,27,39,1.33735,100.834,0.03
15,48,26,37,1.45962,100.882,0.03
15,45,25,35,1.5991,100.475,0.03
15,42,24,33,1.76061,99.5601,0.03
15,39,23,31,1.99661,100.361,0.03
15,36,22,29,2.27408,100.019,0.03
15,33,21,27,2.64019,99.5329,0.03
15,30,20,25,3.19842,100.481,0.03
15,27,19,23,4.00109,100.558,0.03
15,24,18,21,5.22277,98.4469,0.03
15,21,17,19,7.90615,99.3516,0.03
15,18,16,17,15.9273,100.074,0.03
16,55,29,42,1.21185,98.9859,0.03
16,52,28,40,1.32306,99.7561,0.03
16,49,27,38,1.43635,99.2731,0.03
16,46,26,36,1.61518,101.485,0.03
16,43,25,34,1.7695,100.063,0.03
16,40,24,32,1.97751,99.4005,0.03
16,37,23,30,2.2556,99.2066,0.03
16,34,22,28,2.66878,100.611,0.03
16,31,21,26,3.15333,99.0648,0.03
16,28,20,24,3.98493,100.152,0.03
16,25,19,22,5.25277,99.0123,0.03
16,22,18,20,7.88799,99.1234,0.03
16,19,17,18,15.8951,99.8719,0.03
17,56,30,43,1.22114,99.7445,0.03
17,53,29,41,1.33411,100.589,0.03
17,50,28,39,1.44091,99.5884,0.03
17,47,27,37,1.5823,99.4188,0.03
17,44,26,35,1.78248,100.797,0.03
17,41,25,33,1.9997,100.516,0.03
17,38,24,31,2.28452,100.478,0.03
17,35,23,29,2.63248,99.2422,0.03
17,32,22,27,3.14821,98.9038,0.03
17,29,21,25,3.95742,99.4608,0.03
17,26,20,23,5.29983,99.8994,0.03
17,23,19,21,7.98697,100.367,0.03
17,20,18,19,15.6765,98.4983,0.03
18,54,30,42,1.31874,99.4305,0.03
18,51,29,40,1.46414,101.194,0.03
18,48,28,38,1.58605,99.6545,0.03
18,45,27,36,1.77611,100.437,0.03
18,42,26,34,1.98517,99.7856,0.03
18,39,25,32,2.27486,100.053,0.03
18,36,24,30,2.67844,100.975,0.03
18,33,23,28,3.14656,98.8522,0.03
18,30,22,26,3.99038,100.289,0.03
18,27,21,24,5.21341,98.2705,0.03
18,24,20,22,7.96437,100.083,0.03
18,21,19,20,15.6043,98.0447,0.03
19,55,31,43,1.32454,99.8681,0.03
19,52,30,41,1.45032,100.239,0.03
19,49,29,39,1.5989,100.462,0.03
19,46,28,37,1.74529,98.694,0.03
19,43,27,35,1.99399,100.229,0.03
19,40,26,33,2.27431,100.029,0.03
19,37,25,31,2.69024,101.42,0.03
19,34,24,29,3.16896,99.5558,0.03
19,31,23,27,3.93344,98.8581,0.03
19,28,22,25,5.27492,99.43,0.03
19,25,21,23,7.94474,99.8366,0.03
19,22,20,21,16.1112,101.23,0.03
20,56,32,44,1.30517,98.4071,0.03
20,53,31,42,1.43914,99.4661,0.03
20,50,30,40,1.58018,99.2855,0.03
20,47,29,38,1.79192,101.331,0.03
20,44,28,36,1.99784,100.422,0.03
20,41,27,34,2.28317,100.419,0.03
20,38,26,32,2.67721,100.929,0.03
20,35,25,30,3.22855,101.428,0.03
20,32,24,28,3.96547,99.6632,0.03
20,29,23,26,5.24455,98.8574,0.03
20,26,22,24,7.99666,100.489,0.03
20,23,21,22,15.9577,100.265,0.03
21,54,32,43,1.46177,101.03,0.03
21,51,31,41,1.57384,98.8871,0.03
21,48,30,39,1.7882,101.12,0.03
21,45,29,37,1.98172,99.6122,0.03
21,42,28,35,2.29974,101.148,0.03
21,39,27,33,2.63218,99.231,0.03
21,36,26,31,3.19791,100.465,0.03
21,33,25,29,4.02113,101.062,0.03
21,30,24,27,5.29834,99.8713,0.03
21,27,23,25,8.11735,102.006,0.03
21,24,22,23,15.91,99.9657,0.03
22,55,33,44,1.43684,99.3073,0.03
22,52,32,42,1.56617,98.4051,0.03
22,49,31,40,1.74782,98.8366,0.03
22,46,30,38,1.97755,99.4027,0.03
22,43,29,36,2.28202,100.369,0.03
22,40,28,34,2.66123,100.326,0.03
22,37,27,32,3.14256,98.7265,0.03
22,34,26,30,4.02076,101.053,0.03
22,31,25,28,5.36748,101.175,0.03
22,28,24,26,8.14018,102.293,0.03
22,25,23,24,15.8945,99.8683,0.03
23,56,34,45,1.44959,100.188,0.03
23,53,33,43,1.57453,98.9303,0.03
23,50,32,41,1.78132,100.731,0.03
23,47,31,39,1.98524,99.789,0.03
23,44,30,37,2.29326,100.863,0.03
23,41,29,35,2.64471,99.7033,0.03
23,38,28,33,3.23442,101.612,0.03
23,35,27,31,3.95806,99.4768,0.03
23,32,26,29,5.30909,100.074,0.03
23,29,25,27,7.88965,99.1443,0.03
23,26,24,25,15.7291,98.8291,0.03
24,54,34,44,1.59752,100.375,0.03
24,51,33,42,1.77486,100.366,0.03
24,48,32,40,1.98287,99.6697,0.03
24,45,31,38,2.30261,101.274,0.03
24,42,30,36,2.65433,100.066,0.03
24,39,29,34,3.13647,98.5352,0.03
24,36,28,32,4.08181,102.587,0.03
24,33,27,30,5.35575,100.953,0.03
24,30,26,28,7.98512,100.344,0.03
24,27,25,26,15.8916,99.8497,0.03
25,55,35,45,1.5884,99.8019,0.03
25,52,34,43,1.74583,98.7246,0.03
25,49,33,41,1.97061,99.0538,0.03
25,46,32,39,2.27241,99.9456,0.03
25,43,31,37,2.6666,100.528,0.03
25,40,30,35,3.21746,101.08,0.03
25,37,29,33,3.94604,99.1749,0.03
25,34,28,31,5.29343,99.7789,0.03
25,31,27,29,8.13688,102.251,0.03
25,28,26,27,16.059,100.902,0.03
26,56,36,46,1.56725,98.4734,0.03
26,53,35,44,1.76823,99.9911,0.03
26,50,34,42,2.0001,100.536,0.03
26,47,33,40,2.29515,100.946,0.03
26,44,32,38,2.62136,98.8228,0.03
26,41,31,36,3.17566,99.7664,0.03
26,38,30,34,4.04467,101.654,0.03
26,35,29,32,5.24312,98.8306,0.03
26,32,28,30,8.16928,102.658,0.03
26,29,27,28,15.9948,100.498,0.03
27,54,36,45,1.76921,100.046,0.03
27,51,35,43,1.99236,100.147,0.03
27,48,34,41,2.27068,99.8696,0.03
27,45,33,39,2.68656,101.281,0.03
27,42,32,37,3.21612,101.038,0.03
27,39,31,35,3.98799,100.229,0.03
27,36,30,33,5.38116,101.432,0.03
27,33,29,31,7.96136,100.045,0.03
27,30,28,29,15.9599,100.279,0.03
28,55,37,46,1.77292,100.256,0.03
28,52,36,44,1.97467,99.2577,0.03
28,49,35,42,2.26353,99.555,0.03
28,46,34,40,2.67858,100.98,0.03
28,43,33,38,3.14026,98.6542,0.03
28,40,32,36,4.00048,100.543,0.03
28,37,31,34,5.3944,101.682,0.03
28,34,30,32,8.11799,102.014,0.03
28,31,29,30,15.9584,100.269,0.03
29,56,38,47,1.74865,98.8839,0.03
29,53,37,45,1.94317,97.6743,0.03
29,50,36,43,2.30205,101.25,0.03
29,47,35,41,2.61545,98.6001,0.03
29,44,34,39,3.19469,100.364,0.03
29,41,33,37,3.97656,99.9418,0.03
29,38,32,35,5.35736,100.984,0.03
29,35,31,33,8.00407,100.582,0.03
29,32,30,31,15.9062,99.9418,0.03
30,54,38,46,1.98059,99.5556,0.03
30,51,37,44,2.25631,99.2379,0.03
30,48,36,42,2.67413,100.812,0.03
30,45,35,40,3.19038,100.229,0.03
30,42,34,38,3.90622,98.1741,0.03
30,39,33,36,5.28437,99.608,0.03
30,36,32,34,7.90802,99.3751,0.03
30,33,31,32,15.9113,99.9738,0.03
31,55,39,47,2.00781,100.924,0.03
31,52,38,45,2.28867,100.661,0.03
31,49,37,43,2.71993,102.539,0.03
31,46,36,41,3.17878,99.8643,0.03
31,43,35,39,3.94901,99.2495,0.03
31,40,34,37,5.26598,99.2614,0.03
31,37,33,35,7.96972,100.15,0.03
31,34,32,33,15.9937,100.491,0.03
32,56,40,48,1.97169,99.1081,0.03
32,53,39,46,2.28132,100.338,0.03
32,50,38,44,2.64223,99.6099,0.03
32,47,37,42,3.22587,101.344,0.03
32,44,36,40,4.07579,102.436,0.03
32,41,35,38,5.31781,100.238,0.03
32,38,34,36,8.05647,101.241,0.03
32,35,33,34,15.7324,98.8495,0.03
33,54,40,47,2.29762,101.055,0.03
33,51,39,45,2.62246,98.8644,0.03
33,48,38,43,3.22562,101.336,0.03
33,45,37,41,3.95213,99.3279,0.03
33,42,36,39,5.34934,100.833,0.03
33,39,35,37,8.01326,100.698,0.03
33,36,34,35,16.1236,101.308,0.03
34,55,41,48,2.23215,98.1749,0.03
34,52,40,46,2.64301,99.639,0.03
34,49,39,44,3.17471,99.7364,0.03
34,46,38,42,4.00147,100.568,0.03
34,43,37,40,5.27177,99.3705,0.03
34,40,36,38,8.13957,102.285,0.03
34,37,35,36,15.8366,99.5041,0.03
35,56,42,49,2.2897,100.706,0.03
35,53,41,47,2.65288,100.011,0.03
35,50,40,45,3.13464,98.4777,0.03
35,47,39,43,3.98576,100.173,0.03
35,44,38,41,5.32015,100.282,0.03
35,41,37,39,7.94797,99.8772,0.03
35,38,36,37,16.1294,101.344,0.03
36,54,42,48,2.62017,98.7779,0.03
36,51,41,46,3.19781,100.462,0.03
36,48,40,44,3.97458,99.8921,0.03
36,45,39,42,5.40172,101.82,0.03
36,42,38,40,7.96543,100.097,0.03
36,39,37,38,15.9278,100.077,0.03
37,55,43,49,2.64287,99.6337,0.03
37,52,42,47,3.14069,98.6678,0.03
37,49,41,45,3.9964,100.441,0.03
37,46,40,43,5.37156,101.251,0.03
37,43,39,41,8.02684,100.868,0.03
37,40,38,39,15.7751,99.1181,0.03
38,56,44,50,2.66994,100.654,0.03
38,53,43,48,3.18237,99.977,0.03
38,50,42,46,4.02525,101.166,0.03
38,47,41,44,5.33416,100.547,0.03
38,44,40,42,7.92379,99.5733,0.03
38,41,39,40,15.8094,99.3336,0.03
39,54,44,49,3.16981,99.5825,0.03
39,51,43,47,3.96539,99.6611,0.03
39,48,42,45,5.31548,100.195,0.03
39,45,41,43,7.8239,98.318,0.03
39,42,40,41,16.0133,100.614,0.03
40,55,45,50,3.18858,100.172,0.03
40,52,44,48,3.96145,99.562,0.03
40,49,43,46,5.41354,102.043,0.03
40,46,42,44,8.0001,100.532,0.03
40,43,41,42,15.8642,99.678,0.03
41,56,46,51,3.22927,101.45,0.03
41,53,45,49,3.9893,100.262,0.03
41,50,44,47,5.42728,102.302,0.03
41,47,43,45,7.92295,99.5627,0.03
41,44,42,43,15.7847,99.1782,0.03
42,54,46,50,3.9702,99.7821,0.03
42,51,45,48,5.39354,101.666,0.03
42,48,44,46,8.02955,100.902,0.03
42,45,43,44,16.1171,101.266,0.03
43,55,47,51,4.03904,101.512,0.03
43,52,46,49,5.29437,99.7965,0.03
43,49,45,47,7.96663,100.112,0.03
43,46,44,45,16.1849,101.693,0.03
44,56,48,52,3.9539,99.3723,0.03
44,53,47,50,5.25364,99.0287,0.03
44,50,46,48,7.88762,99.1188,0.03
44,47,45,46,15.5999,98.0171,0.03
45,54,48,51,5.32625,100.397,0.03
45,51,47,49,7.9677,100.125,0.03
45,48,46,47,15.9814,100.414,0.03
46,55,49,52,5.32761,100.423,0.03
46,52,48,50,8.04646,101.115,0.03
46,49,47,48,16.0087,100.586,0.03
47,56,50,53,5.38934,101.587,0.03
47,53,49,51,7.86291,98.8082,0.03
47,50,48,49,15.9448,100.184,0.03
48,54,50,52,7.9478,99.875,0.03
48,51,49,50,15.9975,100.516,0.03
49,55,51,53,7.95177,99.9249,0.03
49,52,50,51,15.7318,98.8456,0.03
50,56,52,54,7.90494,99.3364,0.03
50,53,51,52,15.8286,99.4543,0.03
51,54,52,53,15.884,99.802,0.03
52,55,53,54,15.8471,99.5705,0.03
53,56,54,55,15.8857,99.813,0.03
