x,z,rho
41.23538178271864,-73.2712980058376,30.02587251894674
1.999999999095344,-1.1546797334176973,13.313768354639006
4.0,-0.5811650749363659,23.389252278886563
11.166666666666666,-2.1369107048519584,12.692700567360514
17.5,-0.3393979414524489,13.387940996453276
7.129445714414568,-1.969934303767863,10.51602782565665
34.5,-0.3393979414524489,4.507540049454976
10.942224962997756,-3.923152603391774,32.96119747744953
7.945463974032504,-3.5326349869972398,28.216221057123835
35.5,-0.5178849979266555,7.140593665750035
3.0,-0.5773748303412148,20.665829833791605
18.5,-0.5178849979266555,12.922556107902526
49.5,-0.28867513563949504,32.362904930774725
9.0,-0.8572829393791045,9.992049209467368
9.5,-0.5178849979266555,11.23259709026369
5.5,-0.3393979414524489,21.7703104763406
4.5,-0.29246538023464613,24.76429451076395
7.397903914132267,-3.1637268369438907,22.802509985709356
3.5,-0.2886996947017198,25.63058922864536
8.5,-0.3393979414524489,12.607100181190958
4.347939909969686,-2.0671997271003186,7.376486272535635
10.0,-0.8572829393791045,6.483762206584475
16.927082991893077,-1.4656799804572982,10.287324404280161
4.662289949830374,-3.335122735078287,14.120889988919478
7.5,-0.29246538023464613,16.349568966555548
7.483774941784205,-5.106564912436362,41.87921226013371
10.5,-0.3393979414524489,12.13928412153498
50.0,-0.577350270234308,20.081449586258387
-0.2424288031913163,-1.29466687327813,16.570874726443325
13.0,-0.8572829393791045,14.066682165123126
12.5,-0.3393979414524489,14.468321234753994
21.963973736103895,-3.068033030498395,32.351590958708464
20.166666666666668,-2.1369107048519584,18.744103694942048
18.0,-0.8572829393791045,12.335236820393085
19.833333333333332,-1.597182584608035,13.110459689802214
28.166666666666668,-2.1369107048519584,16.410116884694958
16.5,-0.29246538023464613,17.278593404405463
22.5,-0.5178849979266555,7.968827400365908
13.5,-0.5178849979266555,13.681570288910947
26.5,-0.5178849979266555,7.6907858750965366
19.166666666666668,-1.597182584608035,11.58078601251713
19.5,-0.3393979414524489,10.763903318801077
14.5,-0.3393979414524489,16.142747750231962
21.5,-0.3393979414524489,9.6864355101952
22.0,-0.8572829393791045,9.665202423555654
20.0,-0.8572829393791045,11.890700621978954
38.833333333333336,-1.597182584608035,8.276523898669392
23.0,-0.8572829393791045,8.00095355361111
37.166666666666664,-2.1369107048519584,12.969247726854773
25.5,-0.3393979414524489,7.938599619657095
24.5,-0.29246538023464613,6.629201967218621
43.5,-0.5178849979266555,11.311986198172933
26.0,-0.8572829393791045,9.808181847793104
14.0,-0.8572829393791045,11.93918165516931
19.0,-0.8572829393791045,9.883461157998617
20.5,-0.5178849979266555,9.828373330573525
36.036026263896105,-3.068033030498395,19.197158850219143
27.469905783722314,-28.80441195769551,32.60006409392623
36.833333333333336,-1.597182584608035,10.788130670457774
27.0,-0.8572829393791045,10.070227554570337
27.5,-0.3393979414524489,9.741113881480777
37.5,-0.5178849979266555,10.698012131935586
37.0,-0.8572829393791045,9.536362370161301
29.5,-0.3393979414524489,8.067446874262716
31.0,-0.8572829393791045,6.0888540922522365
35.0,-0.8572829393791045,5.358998728150681
30.5,-0.5178849979266555,6.188609874044465
31.5,-0.3393979414524489,4.728308100919442
30.0,-0.8572829393791045,8.099586373697267
36.166666666666664,-1.597182584608035,10.831494021748227
41.075624538811496,-2.4846706316843608,8.83858094649122
44.406250341440256,-1.6910995981493075,8.932212528189053
36.5,-0.3393979414524489,9.144429627291672
36.0,-0.8572829393791045,7.572378492154795
33.5,-0.29246538023464613,3.4226294013537757
50.50000000091557,-1.4468577099480369,5.600203530193982
47.5,-0.3393979414524489,19.508799624978128
39.0,-0.8572829393791045,11.351659662614157
12.833333333333334,-1.597182584608035,10.44822075204685
43.0,-0.8572829393791045,8.769965424733789
38.5,-0.3393979414524489,11.441511305423417
46.5,-0.2886996947017198,22.817078898596765
40.0,-0.8572829393791045,12.114002666149736
51.0,-0.5773502691896257,27.007305000010746
