x,z,rho
41.23538178271864,-73.2712980058376,30.02672372674959
1.999999999095344,-1.1546797334176973,13.313810896245332
4.0,-0.5811650749363659,23.389042947077115
11.166666666666666,-2.1369107048519584,12.692702271983489
17.5,-0.3393979414524489,13.388197758670687
7.129445714414568,-1.969934303767863,10.516181675627426
34.5,-0.3393979414524489,4.507515408783773
10.942224962997756,-3.923152603391774,32.96075238639359
7.945463974032504,-3.5326349869972398,28.21575894289907
35.5,-0.5178849979266555,7.1404630883808835
3.0,-0.5773748303412148,20.66532936215376
18.5,-0.5178849979266555,12.92265252815243
49.5,-0.28867513563949504,32.362083484646625
9.0,-0.8572829393791045,9.991716360612266
9.5,-0.5178849979266555,11.23299437614847
5.5,-0.3393979414524489,21.770422316436758
4.5,-0.29246538023464613,24.764187016065584
7.397903914132267,-3.1637268369438907,22.802719814016545
3.5,-0.2886996947017198,25.631150833224655
8.5,-0.3393979414524489,12.60717184631042
4.347939909969686,-2.0671997271003186,7.376485876196069
10.0,-0.8572829393791045,6.483536418522165
16.927082991893077,-1.4656799804572982,10.287391585357494
4.662289949830374,-3.335122735078287,14.120778084873201
7.5,-0.29246538023464613,16.349791816893745
7.483774941784205,-5.106564912436362,41.878308289425064
10.5,-0.3393979414524489,12.139501896791238
50.0,-0.577350270234308,20.081109793228684
-0.2424288031913163,-1.29466687327813,16.57113020796939
13.0,-0.8572829393791045,14.066704882080094
12.5,-0.3393979414524489,14.46851416794615
21.963973736103895,-3.068033030498395,32.35132720230033
20.166666666666668,-2.1369107048519584,18.744237417874995
18.0,-0.8572829393791045,12.335353408412555
19.833333333333332,-1.597182584608035,13.110447483404691
28.166666666666668,-2.1369107048519584,16.409855916029226
16.5,-0.29246538023464613,17.2790599117249
22.5,-0.5178849979266555,7.968836730557831
13.5,-0.5178849979266555,13.681719745494338
26.5,-0.5178849979266555,7.690760119644993
19.166666666666668,-1.597182584608035,11.58068878801816
19.5,-0.3393979414524489,10.76388655310231
14.5,-0.3393979414524489,16.142439046659202
21.5,-0.3393979414524489,9.686468166160793
22.0,-0.8572829393791045,9.665188782528316
20.0,-0.8572829393791045,11.890821183302554
38.833333333333336,-1.597182584608035,8.276661752375318
23.0,-0.8572829393791045,8.000845527705732
37.166666666666664,-2.1369107048519584,12.96937065674573
25.5,-0.3393979414524489,7.9385824616466785
24.5,-0.29246538023464613,6.629112395346934
43.5,-0.5178849979266555,11.311904469158055
26.0,-0.8572829393791045,9.808087220389368
14.0,-0.8572829393791045,11.939246946842598
19.0,-0.8572829393791045,9.883101920492871
20.5,-0.5178849979266555,9.82831174256243
36.036026263896105,-3.068033030498395,19.197464565715094
27.469905783722314,-28.80441195769551,32.60002141446636
36.833333333333336,-1.597182584608035,10.788213671890077
27.0,-0.8572829393791045,10.070308543706906
27.5,-0.3393979414524489,9.741176293034725
37.5,-0.5178849979266555,10.697895666336544
37.0,-0.8572829393791045,9.53623998470057
29.5,-0.3393979414524489,8.067617030298964
31.0,-0.8572829393791045,6.0889472911731675
35.0,-0.8572829393791045,5.359085321427281
30.5,-0.5178849979266555,6.188603086494136
31.5,-0.3393979414524489,4.728275193237367
30.0,-0.8572829393791045,8.099427276036101
36.166666666666664,-1.597182584608035,10.83143918166154
41.075624538811496,-2.4846706316843608,8.838590597069583
44.406250341440256,-1.6910995981493075,8.932129681036983
36.5,-0.3393979414524489,9.144225450390833
36.0,-0.8572829393791045,7.572199026410904
33.5,-0.29246538023464613,3.422549886447035
50.50000000091557,-1.4468577099480369,5.600218119060076
47.5,-0.3393979414524489,19.508052976628093
39.0,-0.8572829393791045,11.351682818850131
12.833333333333334,-1.597182584608035,10.448151314711785
43.0,-0.8572829393791045,8.769683832774026
38.5,-0.3393979414524489,11.441420999987049
46.5,-0.2886996947017198,22.81673128549736
40.0,-0.8572829393791045,12.113789518650178
51.0,-0.5773502691896257,27.006481348653384
33.92708299189308,-1.4656799804572982,5.817420975638699
41.40236744467444,-3.5893572340702184,16.079180208139157
8.378786555130553,-1.6619648544860428,12.534197393005911
41.5,-0.29246538023464613,8.881781365118817
42.5,-0.3393979414524489,8.797648410644427
11.5,-0.5178849979266555,14.662395532498962
11.0,-0.8572829393791045,12.887475639665976
44.0,-0.8572829393791045,10.04035011587557
7.957892243534579,-1.2468606729085814,8.945710955780388
45.0,-0.631863321687095,10.85396751155331
44.5,-0.3393979414524489,16.283568566196678
6.5,-0.5178849979266555,15.87213514609887
23.491934032436735,-3.489129536670118,37.57112044372987
10.166666666666666,-1.597182584608035,8.313093822930925
